Chain,Location Number,Location ID,State/ Province,Latitude,Longitude
Target,298,Target298,CA,34.261701,-119.236637
Target,299,Target299,CA,34.230999,-118.560757
Target,300,Target300,CA,33.606456,-117.688549
Target,301,Target301,CA,34.108343,-117.573859
Target,302,Target302,CA,34.137514,-117.983057
Target,303,Target303,CA,33.184086,-117.329357
Target,304,Target304,CA,32.809603,-116.959656
Target,305,Target305,CA,32.911074,-117.145878
Target,307,Target307,CA,33.787602,-116.480269
Target,309,Target309,CA,34.922624,-120.433622
Target,310,Target310,CA,38.561819,-121.49871
Target,311,Target311,CA,38.661856,-121.349202
Target,312,Target312,CA,38.600318,-121.401573
Target,313,Target313,CA,37.991797,-121.314607
Target,314,Target314,CA,36.78054,-119.771072
Target,317,Target317,CA,39.727186,-121.80303
Target,318,Target318,CA,39.146173,-121.632973
Target,320,Target320,CA,37.673285,-122.464701
Target,3202,Target3202,CA,37.869651,-122.267494
Target,321,Target321,CA,37.475287,-122.217679
Target,3216,Target3216,CA,34.063086,-118.287011
Target,322,Target322,CA,37.401247,-122.10631
Target,3224,Target3224,CA,37.3230752,-122.0113076
Target,323,Target323,CA,37.324067,-122.036108
Target,3231,Target3231,CA,34.04237,-118.45815
Target,324,Target324,CA,37.264729,-121.918489
Target,3240,Target3240,CA,37.873913,-122.511611
Target,3251,Target3251,CA,34.16917,-118.34799
Target,3258,Target3258,CA,33.78726,-117.8255
Target,3262,Target3262,CA,34.1227,-118.22506
Target,3264,Target3264,CA,37.726893,-122.475422
Target,3265,Target3265,CA,37.458893,-122.137328
Target,3267,Target3267,CA,37.86949,-122.28358
Target,328,Target328,CA,37.707636,-121.929738
Target,3298,Target3298,CA,34.43995,-119.7506
Target,330,Target330,CA,37.977194,-122.066815
Target,3302,Target3302,CA,32.74824,-117.12894
Target,331,Target331,CA,38.132029,-122.222597
Target,332,Target332,CA,38.006606,-121.84148
Target,336,Target336,CA,33.683955,-117.8122
Target,358,Target358,CA,36.807187,-119.698803
Target,359,Target359,CA,33.506411,-117.145945
Target,614,Target614,CA,35.394336,-118.951663
Target,615,Target615,CA,40.586668,-122.348997
Target,626,Target626,CA,37.414288,-121.876053
Target,641,Target641,CA,37.322855,-120.486832
Target,660,Target660,CA,34.064866,-117.434156
Target,675,Target675,CA,38.246467,-122.068943
Target,676,Target676,CA,36.709474,-121.653763
Target,677,Target677,CA,33.865768,-117.747355
Target,685,Target685,CA,34.599264,-118.146456
Target,692,Target692,CA,38.090011,-122.553727
Target,736,Target736,CA,33.901044,-117.564305
Target,737,Target737,CA,37.986864,-122.309256
Target,738,Target738,CA,37.757531,-121.459637
Target,761,Target761,CA,33.74579,-117.008902
Target,767,Target767,CA,34.103573,-117.823476
Target,827,Target827,CA,38.360963,-121.961862
Target,828,Target828,CA,37.701231,-121.746301
Target,852,Target852,CA,38.346911,-122.720323
Target,853,Target853,CA,38.1171,-121.303589
Target,883,Target883,CA,34.146843,-118.13455
Target,911,Target911,CA,36.847189,-119.787099
Target,912,Target912,CA,34.001476,-117.718872
Target,913,Target913,CA,33.677941,-117.662001
Target,914,Target914,CA,33.643402,-117.598332
Target,937,Target937,CA,38.420682,-122.713481
Target,938,Target938,CA,37.694757,-121.064952
Target,939,Target939,CA,34.469037,-117.243472
Target,940,Target940,CA,33.723986,-116.40297
Target,941,Target941,CA,36.835429,-121.389601
Target,949,Target949,CA,37.76602,-121.968738
Target,997,Target997,CA,32.779219,-117.012847
Target,3201,Target3201,CA,37.79093,-122.40164
Target,3203,Target3203,CA,37.72518,-122.46138
Target,3205,Target3205,CA,32.72698,-117.12908
Target,3217,Target3217,CA,34.026024,-118.284026
Target,3218,Target3218,CA,34.25849,-118.46631
Target,3225,Target3225,CA,33.775259,-118.119595
Target,3233,Target3233,CA,33.64894,-117.839137
Target,3274,Target3274,CA,33.839461,-117.88638
Target,3293,Target3293,CA,34.20535,-118.198832
Target,3315,Target3315,CA,33.56277,-117.67153
Verizon Wireless,1829,Verizon Wireless01829,CA,37.250469,-121.846381
Verizon Wireless,1847,Verizon Wireless01847,CA,33.840942,-118.262215
Verizon Wireless,1870,Verizon Wireless01870,CA,33.984917,-118.100482
Verizon Wireless,1871,Verizon Wireless01871,CA,33.997417,-117.720192
Verizon Wireless,1891,Verizon Wireless01891,CA,37.729134,-122.47673
Verizon Wireless,1893,Verizon Wireless01893,CA,37.521787,-120.883382
Verizon Wireless,1937,Verizon Wireless01937,CA,38.67468,-121.271673
Verizon Wireless,3591,Verizon Wireless03591,CA,32.838785,-116.981263
Verizon Wireless,3592,Verizon Wireless03592,CA,33.133636,-117.123833
Verizon Wireless,3593,Verizon Wireless03593,CA,34.098168,-118.326689
Verizon Wireless,3610,Verizon Wireless03610,CA,34.034627,-118.084619
Verizon Wireless,7313,Verizon Wireless07313,CA,33.727823,-117.7887
Verizon Wireless,7314,Verizon Wireless07314,CA,33.991212,-118.446427
Verizon Wireless,8118,Verizon Wireless08118,CA,37.003752,-121.550917
Verizon Wireless,8412,Verizon Wireless08412,CA,33.939476,-117.280579
Verizon Wireless,10232,Verizon Wireless10232,CA,32.768402,-117.154602
Verizon Wireless,10233,Verizon Wireless10233,CA,33.853858,-118.141404
Verizon Wireless,10234,Verizon Wireless10234,CA,33.659489,-117.918549
Verizon Wireless,10631,Verizon Wireless10631,CA,34.600616,-118.143875
Verizon Wireless,11356,Verizon Wireless11356,CA,35.33345,-119.023056
Verizon Wireless,11534,Verizon Wireless11534,CA,34.089599,-117.296513
Verizon Wireless,11634,Verizon Wireless11634,CA,38.645275,-121.120392
Verizon Wireless,11635,Verizon Wireless11635,CA,34.070271,-117.203717
Verizon Wireless,11770,Verizon Wireless11770,CA,37.786125,-122.405446
Verizon Wireless,11850,Verizon Wireless11850,CA,37.503582,-121.968758
Verizon Wireless,11890,Verizon Wireless11890,CA,38.661461,-121.346992
Verizon Wireless,11912,Verizon Wireless11912,CA,38.728144,-120.835157
Verizon Wireless,12350,Verizon Wireless12350,CA,36.294029,-119.314194
Verizon Wireless,12491,Verizon Wireless12491,CA,33.823826,-117.516853
Verizon Wireless,13032,Verizon Wireless13032,CA,37.754574,-122.419029
Verizon Wireless,13811,Verizon Wireless13811,CA,33.651206,-117.746861
Verizon Wireless,13813,Verizon Wireless13813,CA,34.11086,-117.535045
Verizon Wireless,14171,Verizon Wireless14171,CA,37.603103,-122.068402
Verizon Wireless,14839,Verizon Wireless14839,CA,34.019393,-118.152713
Verizon Wireless,14840,Verizon Wireless14840,CA,33.927432,-118.129651
Verizon Wireless,14841,Verizon Wireless14841,CA,34.284229,-118.768639
Verizon Wireless,15412,Verizon Wireless15412,CA,37.330585,-121.838249
Verizon Wireless,15893,Verizon Wireless15893,CA,38.261566,-122.058327
Verizon Wireless,15972,Verizon Wireless15972,CA,37.6998,-122.482542
Verizon Wireless,16080,Verizon Wireless16080,CA,34.221666,-118.448721
Verizon Wireless,16081,Verizon Wireless16081,CA,33.707809,-116.28669
Verizon Wireless,16732,Verizon Wireless16732,CA,37.445099,-122.162788
Verizon Wireless,17072,Verizon Wireless17072,CA,33.741039,-116.411118
Verizon Wireless,17452,Verizon Wireless17452,CA,35.318069,-119.028931
Verizon Wireless,17534,Verizon Wireless17534,CA,38.639568,-121.496941
Verizon Wireless,17913,Verizon Wireless17913,CA,38.361865,-121.965648
Verizon Wireless,17953,Verizon Wireless17953,CA,33.826085,-117.836285
Verizon Wireless,18314,Verizon Wireless18314,CA,34.088462,-117.693949
Verizon Wireless,18373,Verizon Wireless18373,CA,33.975624,-117.55439
Verizon Wireless,18420,Verizon Wireless18420,CA,37.700653,-121.066559
Verizon Wireless,18936,Verizon Wireless18936,CA,33.052047,-117.261096
Verizon Wireless,18937,Verizon Wireless18937,CA,34.160701,-118.508492
Verizon Wireless,18938,Verizon Wireless18938,CA,32.623614,-116.97057
Verizon Wireless,19055,Verizon Wireless19055,CA,40.588169,-122.355049
Verizon Wireless,19073,Verizon Wireless19073,CA,34.074211,-118.37558
Verizon Wireless,19373,Verizon Wireless19373,CA,40.796005,-124.176277
Verizon Wireless,19413,Verizon Wireless19413,CA,36.73735,-119.701225
Verizon Wireless,19773,Verizon Wireless19773,CA,33.61823,-117.703158
Verizon Wireless,19853,Verizon Wireless19853,CA,34.275688,-118.569453
Verizon Wireless,20293,Verizon Wireless20293,CA,34.106775,-117.397106
Verizon Wireless,20734,Verizon Wireless20734,CA,37.428357,-121.920231
Verizon Wireless,20773,Verizon Wireless20773,CA,36.807999,-119.691368
Verizon Wireless,20853,Verizon Wireless20853,CA,37.292347,-121.996093
Verizon Wireless,20873,Verizon Wireless20873,CA,39.14177,-121.63295
Verizon Wireless,20994,Verizon Wireless20994,CA,34.138901,-117.439125
Verizon Wireless,20995,Verizon Wireless20995,CA,34.267599,-119.246459
Verizon Wireless,21473,Verizon Wireless21473,CA,34.672836,-118.147049
Verizon Wireless,22073,Verizon Wireless22073,CA,33.226555,-117.331337
Verizon Wireless,22133,Verizon Wireless22133,CA,33.698025,-117.825085
Verizon Wireless,22273,Verizon Wireless22273,CA,33.802781,-118.013534
Verizon Wireless,22274,Verizon Wireless22274,CA,34.131451,-117.636711
Verizon Wireless,22294,Verizon Wireless22294,CA,36.974846,-122.026009
Verizon Wireless,22313,Verizon Wireless22313,CA,34.279236,-118.869909
Verizon Wireless,22453,Verizon Wireless22453,CA,33.56638,-117.212395
Verizon Wireless,22473,Verizon Wireless22473,CA,39.131907,-123.198843
Verizon Wireless,22753,Verizon Wireless22753,CA,37.351711,-121.963425
Verizon Wireless,22993,Verizon Wireless22993,CA,37.899555,-122.299361
Verizon Wireless,23034,Verizon Wireless23034,CA,36.980526,-120.087158
Verizon Wireless,23213,Verizon Wireless23213,CA,37.926288,-122.518024
Verizon Wireless,23413,Verizon Wireless23413,CA,35.127255,-120.593939
Verizon Wireless,23553,Verizon Wireless23553,CA,33.923316,-116.954335
Verizon Wireless,23733,Verizon Wireless23733,CA,36.584636,-121.900595
Verizon Wireless,24113,Verizon Wireless24113,CA,33.87059,-118.062897
Verizon Wireless,24174,Verizon Wireless24174,CA,33.828215,-118.352231
Verizon Wireless,24293,Verizon Wireless24293,CA,34.470352,-117.245842
Verizon Wireless,24518,Verizon Wireless24518,CA,32.832386,-117.166
Verizon Wireless,24520,Verizon Wireless24520,CA,37.961056,-121.733734
Verizon Wireless,24713,Verizon Wireless24713,CA,38.250404,-122.628167
Verizon Wireless,24733,Verizon Wireless24733,CA,33.570598,-117.714419
Verizon Wireless,24953,Verizon Wireless24953,CA,36.917854,-121.785095
Verizon Wireless,25254,Verizon Wireless25254,CA,38.874776,-121.297231
Verizon Wireless,25519,Verizon Wireless25519,CA,32.753361,-117.212036
Verizon Wireless,25538,Verizon Wireless25538,CA,38.49619,-121.435862
Verizon Wireless,25813,Verizon Wireless25813,CA,34.426645,-117.383468
Verizon Wireless,25815,Verizon Wireless25815,CA,34.413231,-118.557223
Verizon Wireless,25816,Verizon Wireless25816,CA,34.190417,-118.605846
Verizon Wireless,26013,Verizon Wireless26013,CA,37.869113,-122.267738
Verizon Wireless,26083,Verizon Wireless26083,CA,36.328484,-119.670929
Verizon Wireless,26085,Verizon Wireless26085,CA,33.525845,-117.157585
Verizon Wireless,26184,Verizon Wireless26184,CA,35.339335,-119.033097
Verizon Wireless,26203,Verizon Wireless26203,CA,34.418846,-119.697662
Verizon Wireless,26214,Verizon Wireless26214,CA,33.683396,-117.175432
Verizon Wireless,26263,Verizon Wireless26263,CA,37.946117,-122.061012
Verizon Wireless,26283,Verizon Wireless26283,CA,34.071964,-117.959625
Verizon Wireless,26545,Verizon Wireless26545,CA,32.868377,-117.23351
Verizon Wireless,26623,Verizon Wireless26623,CA,34.114571,-117.829552
Verizon Wireless,26772,Verizon Wireless26772,CA,34.06088,-118.445777
Verizon Wireless,26773,Verizon Wireless26773,CA,33.889036,-117.518532
Verizon Wireless,27039,Verizon Wireless27039,CA,34.223995,-119.152456
Verizon Wireless,27115,Verizon Wireless27115,CA,37.810565,-122.244481
Verizon Wireless,27395,Verizon Wireless27395,CA,34.062805,-118.308708
Verizon Wireless,27751,Verizon Wireless27751,CA,33.991077,-117.923203
Verizon Wireless,28376,Verizon Wireless28376,CA,37.339188,-121.841888
Verizon Wireless,28620,Verizon Wireless28620,CA,34.92326,-120.426224
Verizon Wireless,28979,Verizon Wireless28979,CA,34.471901,-117.291321
Verizon Wireless,29000,Verizon Wireless29000,CA,37.473872,-122.218013
Verizon Wireless,29039,Verizon Wireless29039,CA,33.9164,-117.453758
Verizon Wireless,29340,Verizon Wireless29340,CA,33.723848,-117.989364
Verizon Wireless,29603,Verizon Wireless29603,CA,36.848507,-119.791397
Verizon Wireless,29607,Verizon Wireless29607,CA,38.74374,-121.254486
Verizon Wireless,29742,Verizon Wireless29742,CA,33.746952,-117.00695
Verizon Wireless,30347,Verizon Wireless30347,CA,33.937215,-118.122795
Verizon Wireless,30446,Verizon Wireless30446,CA,33.641729,-117.599416
Verizon Wireless,30507,Verizon Wireless30507,CA,38.135891,-122.215012
Verizon Wireless,30747,Verizon Wireless30747,CA,36.719978,-121.654823
Verizon Wireless,30986,Verizon Wireless30986,CA,38.321706,-122.306137
Verizon Wireless,31408,Verizon Wireless31408,CA,34.069872,-117.927954
Verizon Wireless,34010,Verizon Wireless34010,CA,38.091518,-122.554817
Verizon Wireless,34110,Verizon Wireless34110,CA,34.090655,-118.344246
Verizon Wireless,35483,Verizon Wireless35483,CA,38.24333,-122.626088
Wal-Mart,1554,Wal-Mart1554,CA,38.022882,-121.273243
Wal-Mart,1555,Wal-Mart1555,CA,32.812926,-115.5742836
Wal-Mart,1563,Wal-Mart1563,CA,34.695698,-118.173276
Wal-Mart,1574,Wal-Mart1574,CA,35.29808,-119.029282
Wal-Mart,1575,Wal-Mart1575,CA,39.490696,-121.571385
Wal-Mart,1583,Wal-Mart1583,CA,36.975604,-120.081407
Wal-Mart,1587,Wal-Mart1587,CA,37.671988,-121.034917
Wal-Mart,1588,Wal-Mart1588,CA,34.466913,-117.349606
Wal-Mart,1600,Wal-Mart1600,CA,35.606637,-117.669041
Wal-Mart,1608,Wal-Mart1608,CA,40.161756,-122.231311
Wal-Mart,1615,Wal-Mart1615,CA,38.012194,-121.913176
Wal-Mart,1616,Wal-Mart1616,CA,40.408838,-120.636935
Wal-Mart,1624,Wal-Mart1624,CA,35.391879,-118.961265
Wal-Mart,1630,Wal-Mart1630,CA,41.701121,-122.646209
Wal-Mart,1645,Wal-Mart1645,CA,36.321666,-119.67577
Wal-Mart,1651,Wal-Mart1651,CA,38.183254,-122.253189
Wal-Mart,1660,Wal-Mart1660,CA,34.611593,-118.144598
Wal-Mart,1692,Wal-Mart1692,CA,34.049452,-117.306822
Wal-Mart,1693,Wal-Mart1693,CA,34.064484,-117.223129
Wal-Mart,1697,Wal-Mart1697,CA,38.41155,-121.391468
Wal-Mart,1700,Wal-Mart1700,CA,32.958871,-117.04053
Wal-Mart,1704,Wal-Mart1704,CA,38.361857,-121.959223
Wal-Mart,1747,Wal-Mart1747,CA,33.8051127,-117.2262541
Wal-Mart,1755,Wal-Mart1755,CA,38.366302,-122.71349
Wal-Mart,1756,Wal-Mart1756,CA,34.105651,-117.429071
Wal-Mart,1760,Wal-Mart1760,CA,38.66914,-121.167273
Wal-Mart,1789,Wal-Mart1789,CA,38.113162,-121.309291
Wal-Mart,1805,Wal-Mart1805,CA,33.704269,-116.281159
Wal-Mart,1815,Wal-Mart1815,CA,36.810061,-119.860443
Wal-Mart,1826,Wal-Mart1826,CA,36.324612,-119.273041
Wal-Mart,1832,Wal-Mart1832,CA,33.815725,-116.487377
Wal-Mart,1840,Wal-Mart1840,CA,37.785555,-121.217705
Wal-Mart,1853,Wal-Mart1853,CA,33.726408,-117.009248
Wal-Mart,1859,Wal-Mart1859,CA,32.69714,-115.49657
Wal-Mart,1862,Wal-Mart1862,CA,34.071347,-117.370484
Wal-Mart,1877,Wal-Mart1877,CA,36.082783,-119.045621
Wal-Mart,1879,Wal-Mart1879,CA,34.882667,-116.991699
Wal-Mart,1881,Wal-Mart1881,CA,38.712184,-121.391803
Wal-Mart,1882,Wal-Mart1882,CA,36.577447,-119.633985
Wal-Mart,1899,Wal-Mart1899,CA,33.940954,-117.285315
Wal-Mart,1903,Wal-Mart1903,CA,39.144232,-121.653809
Wal-Mart,1910,Wal-Mart1910,CA,41.774146,-124.189859
Wal-Mart,1912,Wal-Mart1912,CA,33.890478,-117.517911
Wal-Mart,1914,Wal-Mart1914,CA,34.136822,-117.195675
Wal-Mart,1915,Wal-Mart1915,CA,34.1329079,-116.3845367
Wal-Mart,1917,Wal-Mart1917,CA,32.84261,-116.988521
Wal-Mart,1922,Wal-Mart1922,CA,34.103583,-117.531403
Wal-Mart,1941,Wal-Mart1941,CA,34.116585,-117.827116
Wal-Mart,1963,Wal-Mart1963,CA,37.507288,-120.871909
Wal-Mart,1972,Wal-Mart1972,CA,37.699764,-121.767662
Wal-Mart,1979,Wal-Mart1979,CA,38.931276,-122.616458
Wal-Mart,1983,Wal-Mart1983,CA,37.607562,-120.937495
Wal-Mart,1988,Wal-Mart1988,CA,38.787462,-121.290375
Wal-Mart,1989,Wal-Mart1989,CA,34.662306,-120.465
Wal-Mart,1992,Wal-Mart1992,CA,34.105912,-117.679106
Wal-Mart,2001,Wal-Mart2001,CA,36.7375,-119.721727
Wal-Mart,2002,Wal-Mart2002,CA,37.008602,-121.550859
Wal-Mart,2025,Wal-Mart2025,CA,37.752197,-121.472233
Wal-Mart,2028,Wal-Mart2028,CA,33.936649,-117.455214
Wal-Mart,2030,Wal-Mart2030,CA,37.972304,-120.365798
Wal-Mart,2031,Wal-Mart2031,CA,37.6042,-122.067041
Wal-Mart,2032,Wal-Mart2032,CA,34.220097,-119.160789
Wal-Mart,2039,Wal-Mart2039,CA,37.318186,-120.501229
Wal-Mart,2044,Wal-Mart2044,CA,39.72344,-121.803841
Wal-Mart,2048,Wal-Mart2048,CA,38.23753,-122.082106
Wal-Mart,2052,Wal-Mart2052,CA,39.133796,-123.197272
Wal-Mart,2053,Wal-Mart2053,CA,39.524621,-122.219067
Wal-Mart,2054,Wal-Mart2054,CA,38.360104,-120.807327
Wal-Mart,2077,Wal-Mart2077,CA,33.662453,-117.294197
Wal-Mart,2082,Wal-Mart2082,CA,33.871785,-118.061734
Wal-Mart,2094,Wal-Mart2094,CA,33.17201,-117.216551
Wal-Mart,2099,Wal-Mart2099,CA,35.613021,-120.681342
Wal-Mart,2110,Wal-Mart2110,CA,33.902087,-118.144506
Wal-Mart,2117,Wal-Mart2117,CA,37.056737,-120.871149
Wal-Mart,2119,Wal-Mart2119,CA,37.431301,-121.920741
Wal-Mart,2150,Wal-Mart2150,CA,32.581185,-117.034908
Wal-Mart,2161,Wal-Mart2161,CA,37.699275,-121.884694
Wal-Mart,2177,Wal-Mart2177,CA,32.805188,-117.115852
Wal-Mart,2181,Wal-Mart2181,CA,33.744692,-116.217418
Wal-Mart,2190,Wal-Mart2190,CA,38.677026,-121.742141
Wal-Mart,2206,Wal-Mart2206,CA,33.564084,-117.713055
Wal-Mart,2218,Wal-Mart2218,CA,33.680106,-117.670117
Wal-Mart,2226,Wal-Mart2226,CA,33.855544,-118.353586
Wal-Mart,2242,Wal-Mart2242,CA,33.836378,-117.938855
Wal-Mart,2245,Wal-Mart2245,CA,33.241659,-117.291447
Wal-Mart,2251,Wal-Mart2251,CA,34.000253,-117.931988
Wal-Mart,2253,Wal-Mart2253,CA,32.823338,-116.901861
Wal-Mart,2277,Wal-Mart2277,CA,36.810723,-119.717124
Wal-Mart,2280,Wal-Mart2280,CA,37.400896,-122.109367
Wal-Mart,2288,Wal-Mart2288,CA,34.029836,-117.758103
Wal-Mart,2291,Wal-Mart2291,CA,32.651184,-117.094048
Wal-Mart,2292,Wal-Mart2292,CA,34.103153,-117.9094
Wal-Mart,2297,Wal-Mart2297,CA,34.37934,-118.569903
Wal-Mart,2333,Wal-Mart2333,CA,34.525684,-117.222814
Wal-Mart,2401,Wal-Mart2401,CA,34.13413,-117.984687
Wal-Mart,2418,Wal-Mart2418,CA,38.704195,-120.829043
Wal-Mart,2457,Wal-Mart2457,CA,38.594831,-121.291516
Wal-Mart,2458,Wal-Mart2458,CA,36.718946,-121.651867
Wal-Mart,2464,Wal-Mart2464,CA,38.477531,-121.496048
Wal-Mart,2479,Wal-Mart2479,CA,32.741508,-117.053601
Wal-Mart,2494,Wal-Mart2494,CA,33.183132,-117.337308
Wal-Mart,2495,Wal-Mart2495,CA,33.767536,-117.992875
Wal-Mart,2507,Wal-Mart2507,CA,34.9199,-120.41991
Wal-Mart,2517,Wal-Mart2517,CA,33.737328,-117.915924
Wal-Mart,2523,Wal-Mart2523,CA,33.9111731,-117.8639506
Wal-Mart,2524,Wal-Mart2524,CA,37.252485,-121.796913
Wal-Mart,2526,Wal-Mart2526,CA,34.277157,-118.567052
Wal-Mart,2527,Wal-Mart2527,CA,33.455349,-117.605692
Wal-Mart,2536,Wal-Mart2536,CA,36.227953,-119.32922
Wal-Mart,2537,Wal-Mart2537,CA,40.583548,-122.343692
Wal-Mart,2546,Wal-Mart2546,CA,33.826649,-117.836172
Wal-Mart,2553,Wal-Mart2553,CA,38.526325,-122.789488
Wal-Mart,2556,Wal-Mart2556,CA,35.128622,-120.59937
Wal-Mart,2557,Wal-Mart2557,CA,35.385697,-119.096249
Wal-Mart,2568,Wal-Mart2568,CA,34.222637,-118.448813
Wal-Mart,2598,Wal-Mart2598,CA,38.637181,-121.503679
Wal-Mart,2609,Wal-Mart2609,CA,33.830978,-118.158751
Wal-Mart,2621,Wal-Mart2621,CA,34.282116,-118.796844
Wal-Mart,2636,Wal-Mart2636,CA,33.701173,-117.982805
Wal-Mart,2648,Wal-Mart2648,CA,37.717903,-122.181183
Wal-Mart,2697,Wal-Mart2697,CA,37.963097,-121.762047
Wal-Mart,2708,Wal-Mart2708,CA,33.481645,-117.095857
Wal-Mart,2735,Wal-Mart2735,CA,38.498872,-121.433725
Wal-Mart,2842,Wal-Mart2842,CA,33.845879,-117.540711
Wal-Mart,2886,Wal-Mart2886,CA,33.9854317,-118.1045074
Wal-Mart,2925,Wal-Mart2925,CA,38.310154,-122.284399
Wal-Mart,2948,Wal-Mart2948,CA,33.94146,-118.048369
Wal-Mart,2949,Wal-Mart2949,CA,33.77338,-118.190389
Wal-Mart,2950,Wal-Mart2950,CA,34.556644,-118.04323
Wal-Mart,2951,Wal-Mart2951,CA,34.704223,-118.099162
Wal-Mart,2952,Wal-Mart2952,CA,33.55257,-117.193078
Wal-Mart,2960,Wal-Mart2960,CA,34.008851,-118.336713
Wal-Mart,2985,Wal-Mart2985,CA,36.837923,-119.803797
Wal-Mart,2989,Wal-Mart2989,CA,37.513522,-121.942347
Wal-Mart,3081,Wal-Mart3081,CA,38.482689,-121.369896
Wal-Mart,3087,Wal-Mart3087,CA,34.174974,-119.177689
Wal-Mart,3180,Wal-Mart3180,CA,33.952407,-118.18762
Wal-Mart,3248,Wal-Mart3248,CA,33.914822,-117.966823
Wal-Mart,3276,Wal-Mart3276,CA,34.164052,-117.335177
Wal-Mart,3352,Wal-Mart3352,CA,38.050163,-121.376808
Wal-Mart,3455,Wal-Mart3455,CA,37.979812,-122.328294
Wal-Mart,3464,Wal-Mart3464,CA,33.997618,-117.718581
Wal-Mart,3477,Wal-Mart3477,CA,33.829549,-118.091265
Wal-Mart,3493,Wal-Mart3493,CA,37.996869,-122.109443
Wal-Mart,3494,Wal-Mart3494,CA,33.13536,-117.122652
Wal-Mart,3516,Wal-Mart3516,CA,32.63137,-116.96772
Wal-Mart,3522,Wal-Mart3522,CA,34.07129,-117.963462
Wal-Mart,3523,Wal-Mart3523,CA,34.414248,-118.506382
Wal-Mart,3524,Wal-Mart3524,CA,32.807816,-116.969324
Wal-Mart,3587,Wal-Mart3587,CA,38.802571,-121.201905
Wal-Mart,3650,Wal-Mart3650,CA,34.258247,-119.211107
Wal-Mart,3652,Wal-Mart3652,CA,38.5875969,-121.5501862
Wal-Mart,3708,Wal-Mart3708,CA,38.244525,-121.98811
Wal-Mart,3712,Wal-Mart3712,CA,38.694001,-121.302688
Wal-Mart,3796,Wal-Mart3796,CA,34.082767,-117.671806
Wal-Mart,3947,Wal-Mart3947,CA,32.63726,-117.02531
Wal-Mart,3994,Wal-Mart3994,CA,34.4729233,-117.3310242
Wal-Mart,4101,Wal-Mart4101,CA,33.860274,-118.149
Wal-Mart,4132,Wal-Mart4132,CA,33.924519,-118.12861
Wal-Mart,4171,Wal-Mart4171,CA,33.7908134,-117.9650955
Wal-Mart,4202,Wal-Mart4202,CA,38.7472839,-121.2561722
Wal-Mart,4238,Wal-Mart4238,CA,36.706675,-119.575726
Wal-Mart,4309,Wal-Mart4309,CA,38.678515,-121.225782
Wal-Mart,4317,Wal-Mart4317,CA,35.129514,-118.465757
Wal-Mart,4340,Wal-Mart4340,CA,34.426631,-117.370737
Wal-Mart,4392,Wal-Mart4392,CA,34.50743,-117.39704
Wal-Mart,4393,Wal-Mart4393,CA,38.649932,-121.386131
Wal-Mart,4488,Wal-Mart4488,CA,36.694457,-121.800701
Wal-Mart,5023,Wal-Mart5023,CA,32.674473,-117.097382
Wal-Mart,5032,Wal-Mart5032,CA,33.846657,-117.985413
Wal-Mart,5072,Wal-Mart5072,CA,33.856907,-118.300972
Wal-Mart,5075,Wal-Mart5075,CA,33.177127,-117.297043
Wal-Mart,5096,Wal-Mart5096,CA,33.798752,-116.385536
Wal-Mart,5133,Wal-Mart5133,CA,40.431308,-122.289833
Wal-Mart,5134,Wal-Mart5134,CA,35.308874,-119.094702
Wal-Mart,5136,Wal-Mart5136,CA,39.126682,-121.574208
Wal-Mart,5139,Wal-Mart5139,CA,38.469617,-121.821084
Wal-Mart,5140,Wal-Mart5140,CA,32.779644,-117.010081
Wal-Mart,5152,Wal-Mart5152,CA,34.18747,-118.625437
Wal-Mart,5154,Wal-Mart5154,CA,34.050474,-118.084885
Wal-Mart,5156,Wal-Mart5156,CA,33.92457,-116.9518
Wal-Mart,5162,Wal-Mart5162,CA,34.444023,-118.576872
Wal-Mart,5192,Wal-Mart5192,CA,38.705099,-121.337659
Wal-Mart,5193,Wal-Mart5193,CA,33.935878,-117.181212
Wal-Mart,5215,Wal-Mart5215,CA,35.746853,-119.248158
Wal-Mart,5230,Wal-Mart5230,CA,38.610469,-121.384194
Wal-Mart,5231,Wal-Mart5231,CA,38.291056,-121.304255
Wal-Mart,5305,Wal-Mart5305,CA,32.607025,-117.0822
Wal-Mart,5335,Wal-Mart5335,CA,32.9623604,-115.5465012
Wal-Mart,5337,Wal-Mart5337,CA,36.837548,-119.695129
Wal-Mart,5338,Wal-Mart5338,CA,32.829813,-117.165566
Wal-Mart,5394,Wal-Mart5394,CA,36.543774,-119.4024212
Wal-Mart,5425,Wal-Mart5425,CA,33.76705,-116.95793
Wal-Mart,5426,Wal-Mart5426,CA,37.519037,-121.98546
Wal-Mart,5434,Wal-Mart5434,CA,37.689561,-122.130836
Wal-Mart,5435,Wal-Mart5435,CA,37.328954,-121.859753
Wal-Mart,5457,Wal-Mart5457,CA,37.738846,-122.19857
Wal-Mart,5601,Wal-Mart5601,CA,33.6561012,-117.9868622
Wal-Mart,5605,Wal-Mart5605,CA,34.2353625,-118.4487735
Wal-Mart,5629,Wal-Mart5629,CA,40.7994652,-124.1503525
Wal-Mart,5632,Wal-Mart5632,CA,36.793985,-119.789408
Wal-Mart,5641,Wal-Mart5641,CA,33.916016,-117.934906
Wal-Mart,5644,Wal-Mart5644,CA,33.697931,-117.834036
Wal-Mart,5658,Wal-Mart5658,CA,34.919288,-120.419519
Wal-Mart,5684,Wal-Mart5684,CA,32.774002,-117.007332
