Location ID,Latitude,Longitude,cluster_label
Best Buy0372,47.31832,-122.31516,9
Best Buy0373,29.90542,-90.0679,16
Best Buy0374,40.981015,-73.827078,11
Best Buy0375,35.640133,-106.00905,26
Best Buy0376,42.078354,-86.421877,40
Best Buy0377,34.550263,-112.411553,14
Best Buy0378,34.2364,-77.87069699999998,71
Best Buy0379,42.46521,-92.320797,57
Best Buy0380,30.26848,-89.757571,16
Best Buy0381,41.722729,-72.76043,79
Best Buy0382,39.73715,-105.15454,10
Best Buy0383,33.428605,-86.708925,80
Best Buy0384,42.482841,-76.490567,42
Best Buy0385,41.9540677,-70.7173763,20
Best Buy0386,35.575986,-77.382101,41
Best Buy0387,41.867831,-88.342774,3
Best Buy0388,40.2540023,-74.33636120000001,83
Best Buy0389,33.648815,-83.99318000000002,112
Best Buy0390,40.78722,-82.590625,85
Best Buy0391,37.756951,-121.462509,66
Best Buy0392,33.941517,-117.279705,1
Best Buy0393,34.0891081,-118.3441443,39
Best Buy0394,39.132358,-84.611518,63
Best Buy0395,30.477439,-87.207676,65
Best Buy0396,35.262125,-120.674328,114
Best Buy0397,38.924526,-77.239075,2
Best Buy0398,47.654826,-122.680061,9
Best Buy0399,44.922226,-89.652728,87
Best Buy0400,40.414201,-74.145237,122
Best Buy0401,42.200725,-83.256999,111
Best Buy0402,42.631156,-83.009254,12
Best Buy0403,42.343496,-83.386212,111
Best Buy0404,42.4962712,-83.2846934,12
Best Buy0405,43.471054,-83.975476,69
Best Buy0406,42.914874,-85.583586,40
Best Buy0407,42.522451,-82.92056,12
Best Buy0408,42.241865,-83.761548,111
Best Buy0409,43.025303,-85.687995,40
Best Buy0410,42.328979,-83.203414,111
Best Buy0411,42.984079,-83.748704,102
Best Buy0412,42.606268,-83.2962801,12
Best Buy0413,42.217235,-85.589955,40
Best Buy0414,42.529504,-83.10681,12
Best Buy0415,43.042461,-82.45695,12
Best Buy0416,42.720991,-84.421666,102
Best Buy0417,42.440759,-83.437174,111
Best Buy0418,42.1674,-72.6401,79
Best Buy0419,42.758038,-71.212204,20
Best Buy0420,36.836742,-76.137389,108
Best Buy0421,36.773455,-76.229407,108
Best Buy0422,37.512234,-77.61253,119
Best Buy0423,37.650847,-77.60108699999998,119
Best Buy0424,29.622518,-82.38090600000002,62
Best Buy0425,35.701456,-81.305483,110
Best Buy0426,34.070146,-83.981368,112
Best Buy0427,39.397191,-77.416083,2
Best Buy0428,42.689889,-73.853465,54
Best Buy0429,30.31938,-81.556049,62
Best Buy0430,30.198426,-81.73830600000002,62
Best Buy0431,26.584603,-81.871778,51
Best Buy0432,40.4315,-79.798345,68
Best Buy0433,43.079229,-77.63296899999997,100
Best Buy0434,37.298055,-79.957924,46
Best Buy0435,30.43745,-84.259209,95
Best Buy0436,42.240265,-71.17605040000002,20
Best Buy0437,33.181774100000005,-117.3455811,48
Best Buy0438,32.769687,-117.152698,48
Best Buy0440,36.954149,-86.42795600000002,120
Best Buy0441,41.9383039,-71.3497807,20
Best Buy0442,40.739423,-73.236297,11
Best Buy0444,37.344524,-79.188693,46
Best Buy0445,35.579698,-82.52349699999998,34
Best Buy0446,38.626397,-76.91082800000002,2
Best Buy0447,47.447625,-122.260041,9
Best Buy0448,40.100941,-75.29328199999998,35
Best Buy0449,42.706669,-83.29915,12
Best Buy0450,45.57545,-122.56196,43
Best Buy0451,45.497842,-122.808025,43
Best Buy0452,45.453274,-122.576981,43
Best Buy0453,44.941789,-122.989196,43
Best Buy0454,40.744475,-73.601835,11
Best Buy0455,41.0973,-73.9561,122
Best Buy0456,40.559586,-74.307532,122
Best Buy0457,40.903493,-74.55019200000002,122
Best Buy0458,40.885696,-73.101597,11
Best Buy0459,42.99951,-78.82221,23
Best Buy0460,41.623797,-73.917679,11
Best Buy0461,41.455774,-74.372996,122
Best Buy0462,28.06372,-82.576624,113
Best Buy0463,44.834992,-68.74544399999999,61
Best Buy0464,42.87412,-85.757594,40
Best Buy0465,39.82648,-75.54262,35
Best Buy0467,40.7274959,-73.5016402,11
Best Buy0468,40.887248,-74.213063,122
Best Buy0469,40.576828000000006,-74.167151,122
Best Buy0470,47.708661,-122.325542,9
Best Buy0471,40.902234,-73.81922,11
Best Buy0472,40.690017,-74.29490899999998,122
Best Buy0473,40.803334,-74.361319,122
Best Buy0474,40.781157,-74.045874,122
Best Buy0475,40.060672,-74.140517,83
Best Buy0476,42.2673374,-84.4292487,102
Best Buy0477,47.823276,-122.269013,9
Best Buy0478,40.753316,-73.912465,122
Best Buy0479,37.10816,-76.49858,108
Best Buy0480,43.153705,-86.20588599999998,88
Best Buy0482,40.742506,-73.992564,122
Best Buy0483,40.73502,-73.874607,122
Best Buy0484,41.806618,-72.534554,79
Best Buy0485,33.461424,-112.36117,33
Best Buy0486,38.945207,-76.730651,2
Best Buy0487,41.655019,-72.726028,79
Best Buy0488,35.037514,-85.150087,76
Best Buy0489,39.763799,-86.34200600000001,49
Best Buy0490,40.000556,-86.127238,49
Best Buy0491,40.22340300000001,-85.434536,49
Best Buy0492,37.731129,-89.193125,104
Best Buy0493,38.836017,-77.04950600000002,2
Best Buy0494,39.292684,-84.305841,63
Best Buy0495,30.392534,-91.083934,16
Best Buy0496,41.175134,-112.005289,58
Best Buy0497,40.544357,-111.89025,58
Best Buy0498,47.613846,-122.181701,9
Best Buy0499,37.827398,-122.286753,93
Best Buy0500,44.722614,-85.64575,88
Best Buy0501,34.01128,-84.570759,8
Best Buy0502,33.892073,-84.477399,8
Best Buy0503,33.920551,-84.339207,8
Best Buy0504,33.950628,-84.131813,112
Best Buy0505,33.564796,-84.32606,8
Best Buy0507,33.493806,-82.078156,92
Best Buy0508,32.003027,-81.125268,22
Best Buy0509,28.662216,-81.407402,90
Best Buy0510,28.444162,-81.403837,90
Best Buy0511,33.915956,-83.45231,112
Best Buy0512,28.081705,-80.653942,0
Best Buy0513,33.846062,-84.249252,8
Best Buy0514,34.7414,-86.6637,29
Best Buy0515,29.191076,-81.072128,90
Best Buy0516,34.050579,-84.284341,112
Best Buy0517,32.940321999999995,-80.039994,22
Best Buy0518,41.966827,-73.988962,54
Best Buy0519,33.727559,-84.757222,8
Best Buy0520,34.550791,-82.67658,34
