"X2.630","wss"
2,9812.43254584565
3,329.655807074473
4,284.641183339524
5,176.707867600272
6,132.12820567011
7,145.435055479494
8,135.939553987621
9,104.446701823217
10,93.5197335349364
11,91.1051922077498
12,79.2755718632027
13,87.7390122524491
14,87.7063914749849
15,74.9978346727852
16,54.2496193038628
17,75.9297728101596
18,74.2244807791517
19,46.9190980258502
20,47.6754190533177
21,60.5025324888181
22,59.5197986465504
23,36.204646360778
24,39.7424740255653
25,48.1965984720706
26,60.1634326132871
27,25.588703876855
28,31.3029761518169
29,39.7117626714245
30,39.0506414601119
31,38.3171627136163
32,28.6480343666859
33,24.9803038455078
34,21.7863973744552
35,39.7693894138264
36,25.3180856099231
37,18.7898615918375
38,23.8660769073876
39,29.4867891082688
40,29.6621207356264
41,26.4714042797319
42,23.2475057621891
43,11.7537852729265
44,12.0220138609748
45,19.1077926592765
46,30.0207409178374
47,28.3427054586437
48,12.7109972120954
49,21.9023555276377
50,21.6568577973101
51,20.4934795867538
52,20.1273461232048
53,15.8869519109036
54,14.2431304318244
55,14.5248772367785
56,20.2572014287749
57,19.7874191400898
58,15.1322381765241
59,13.5934614036732
60,11.3471288674325
61,14.4358249292414
62,12.9179092770468
63,14.4106421606112
64,17.2833394797661
65,10.0590665864244
66,10.6211202501384
67,7.59602588728104
68,14.8776725930048
69,10.0364184748664
70,12.3820819547769
71,10.7285822305494
72,9.94708144737301
73,10.1222404336732
74,8.68229176550843
75,9.68642726430475
76,9.94380217718526
77,9.23389486874532
78,10.6846742858649
79,12.6195511662605
80,10.0960443602597
81,8.16960893687196
82,9.1422912364787
83,8.10612523910458
84,7.31874516894564
85,8.79424959193812
86,6.82985922973693
87,7.67258502458132
88,9.60633578006615
89,7.05716743118246
90,5.67561907417122
91,9.61236099521042
92,9.01479305259159
93,8.16879563784484
94,7.61595340655216
95,6.85482100909465
96,8.16994847120198
97,8.67530132665649
98,4.87616584575923
99,10.2533444563684
100,5.02538496286589
101,5.03901679068168
102,7.69516542596104
103,5.67166820071111
104,7.91354687786494
105,6.56396066231913
106,8.02584103006097
107,6.87830579206208
108,4.97908416641022
109,6.20172477468513
110,5.08146663635171
111,5.52669934228936
112,4.89372337400865
113,4.06142813255269
114,5.21595191236445
115,5.19345801456326
116,7.81930434451824
117,6.16360943160716
118,4.86553682822641
119,6.94496484904434
120,7.16950493963138
121,5.92958671996182
122,6.09867807491339
123,3.5750152638788
124,6.02798388597638
125,6.67139264227055
126,5.89885290902847
127,4.95383728145988
128,5.33833994700922
129,5.71828959698459
130,4.69711648787776
131,2.81007855865265
132,4.04882867917175
133,4.22325454882385
134,5.53204608384705
135,5.751617842732
136,4.41397493906992
137,4.25626405108279
138,5.07849309410755
139,4.45201554177239
140,2.73156510374972
141,4.04343947184876
142,2.22642615529814
143,2.93372512200739
144,5.30175032578439
145,2.83732730029218
146,4.10180595796131
147,4.63302263889247
148,1.89107612855357
149,3.02778553622355
150,3.72571486915355
151,2.80640515524006
152,4.2767396560696
153,3.00794353774578
