"X2.1495","wss"
2,46814.8677584157
3,1860.26943799612
4,1260.34019998667
5,948.781173103959
6,724.327786908833
7,815.068815883974
8,513.302922382602
9,524.312362741437
10,521.611137356822
11,444.137787231994
12,340.171454049036
13,288.587491489109
14,237.567151971109
15,381.284445692613
16,229.152688756524
17,225.732475752241
18,202.964631256266
19,190.345231799531
20,170.716210125977
21,128.684782619606
22,162.706482150356
23,190.921977301284
24,143.500354946341
25,117.24602780035
26,194.643589830325
27,131.937515084026
28,147.303916220075
29,113.308877401696
30,115.833875646041
31,100.543841735309
32,118.436282609367
33,100.650582376114
34,137.359419020642
35,97.9627646604592
36,84.3916595291722
37,76.2733894402614
38,73.8517733627297
39,61.472675093869
40,66.1647706856202
41,78.6002601189166
42,49.969514601921
43,54.6116996457744
44,46.0310783952694
45,64.6339847712234
46,70.0574795321089
47,59.2163410280755
48,62.2310856974576
49,86.8518108808871
50,42.9490548922785
51,59.6084543026812
52,42.7349614428318
53,80.4208903573318
54,41.2602199040343
55,44.5425706584144
56,36.0513034441018
57,56.9715775346215
58,53.7243951900043
59,55.6035199114413
60,40.2882379694856
61,38.6948513593396
62,31.3626636137669
63,36.8635691802744
64,56.6006564136778
65,39.9746310620802
66,32.8585661391142
67,37.8950107378198
68,38.5932955533234
69,31.1696803336133
70,40.6727811557403
71,29.0199742621175
72,30.9373333879172
73,29.0246017772386
74,35.9405332047096
75,40.4812228018642
76,40.852211243959
77,29.5684500075273
78,24.5101023274237
79,32.2980713967923
80,31.7469712966373
81,42.1976761023297
82,26.9315082031547
83,34.8035122547695
84,27.6144373104055
85,29.9336048714367
86,26.013726110994
87,33.2166349184634
88,28.8667730006282
89,26.6727093121249
90,21.7470661172279
91,28.2572156593329
92,21.1549193405891
93,18.4403167193303
94,21.9681603248506
95,22.3174111537041
96,21.3718019281144
97,25.8365066644992
98,21.0235578818831
99,22.0115055013767
100,20.3218449606091
101,20.2343254138306
102,22.416220209543
103,22.6205392131805
104,16.5575574006558
105,20.1213660642091
106,21.9542293637368
107,20.3045504480034
108,17.3895902279079
109,24.2835092175656
110,20.9759315007606
111,20.8724286167577
112,17.5524068958179
113,22.5322013795536
114,19.480395279524
115,18.1930680306097
116,24.5250404278779
117,19.1512383725946
118,17.4822742263867
119,17.8202237836661
120,18.93929165561
121,21.4511295921681
122,15.3380899279053
123,16.5803457108857
124,19.4355392248529
125,20.0979747538819
126,18.7742180078245
127,19.6621051953511
128,19.3250607190892
129,17.1576851586378
130,17.1050056207557
131,15.7227120763637
132,15.9259551076772
133,14.4591621903049
134,12.4577519027763
135,15.9927305127278
136,18.9327129962803
137,12.7888117784147
138,11.5782840232886
139,13.048211420271
140,12.3526655470362
141,13.8602686585415
142,20.1649359065995
143,14.7069817808186
144,15.8104546189859
145,14.5715423440057
146,15.9803824382438
147,13.7419381209725
148,14.0875596421412
149,15.1816451450712
150,17.5834774628141
151,14.8701920157336
152,12.1090211065683
153,11.4328339026843
154,13.2664881657142
155,16.4233130709051
156,10.5450322419333
157,13.1447575681699
158,9.20739636434458
159,15.8812280011317
160,13.4662138542404
161,13.3632132450519
162,13.8607357882888
163,13.4660364820352
164,13.7196676199038
165,12.4988528303469
166,12.3440600631338
167,9.13172413479317
168,8.8191584980143
169,7.53468498640091
170,11.1253012996744
171,10.365452272197
172,9.98743455850951
173,14.3185002026093
174,12.8183700647509
175,12.488405762949
176,11.1564097681638
177,7.9190195437924
178,11.3296740680252
179,5.97348469725083
180,9.36694579028382
181,10.1236863392143
182,7.89701106870354
183,8.19987009027288
184,10.3956222159509
185,9.46425337255857
186,9.97342374480107
